"name","kingdom","phylum","class","order","family","genus","species","ages_mean"
"Pomacentrus cuneatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus cuneatus",7.63173107035654
"Pomacentrus grammorhynchus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus grammorhynchus",4.97275267866137
"Pomacentrus imitator","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus imitator",5.78670847736331
"Pomacentrus indicus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus indicus",9.61491221625301
"Pomacentrus lepidogenys","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus lepidogenys",4.2804696422586
"Pomacentrus microspilus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus microspilus",5.33759897252824
"Pomacentrus milleri","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus milleri",8.75672312639148
"Pomacentrus moluccensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus moluccensis",5.14150276362357
"Pomacentrus nagasakiensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus nagasakiensis",9.85207363737838
"Pomacentrus nigromanus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus nigromanus",5.2843226934542
"Pomacentrus nigromarginatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus nigromarginatus",10.7173196125219
"Pomacentrus opisthostigma","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus opisthostigma",8.36310900859714
"Pomacentrus pavo","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus pavo",6.55199072330222
"Pomacentrus philippinus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus philippinus",5.31204009777747
"Pomacentrus reidi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus reidi",6.4867556989448
"Pomacentrus simsiang","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus simsiang",11.1650044359435
"Pomacentrus smithi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus smithi",4.80267718533735
"Pomacentrus spilotoceps","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus spilotoceps",5.07611888621365
"Pomacentrus sulfureus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus sulfureus",5.47253940032996
"Pomacentrus trichrourus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus trichrourus",6.72669218706914
"Pomacentrus trilineatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus trilineatus",6.69164322086475
"Pomacentrus tripunctatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus tripunctatus",11.1216234100911
"Pomacentrus vaiuli","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus vaiuli",5.36940752354587
"Pomacentrus wardi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomacentrus","Pomacentrus wardi",9.31493354180539
"Pomachromis fuscidorsalis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomachromis","Pomachromis fuscidorsalis",7.67198548416286
"Pomachromis richardsoni","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pomachromis","Pomachromis richardsoni",8.16495946700389
"Pomadasys incisus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Haemulidae","Pomadasys","Pomadasys incisus",27.3983419142675
"Pomatomus saltatrix","Animalia","Chordata","Teleostei","Scombriformes","Pomatomidae","Pomatomus","Pomatomus saltatrix",21.8441481513529
"Pomatoschistus flavescens","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus flavescens",NA
"Pomatoschistus minutus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus minutus",15.8939488389991
"Pomatoschistus pictus","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Pomatoschistus","Pomatoschistus pictus",16.1445740959314
"Porichthys notatus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys notatus",14.2878324953888
"Praealticus natalis","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Praealticus","Praealticus natalis",7.85820128934258
"Priacanthus blochii","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Priacanthidae","Priacanthus","Priacanthus blochii",17.4066321165824
"Priacanthus hamrur","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Priacanthidae","Priacanthus","Priacanthus hamrur",16.5746498787254
"Priolepis ascensionis","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Priolepis","Priolepis ascensionis",13.4378297254048
"Prionotus miles","Animalia","Chordata","Teleostei","Perciformes","Triglidae","Prionotus","Prionotus miles",6.37834046621711
"Prionurus laticlavius","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Prionurus","Prionurus laticlavius",5.49544665417303
"Prionurus maculatus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Prionurus","Prionurus maculatus",11.5511554614918
"Prionurus microlepidotus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Prionurus","Prionurus microlepidotus",15.6613166941263
"Prionurus punctatus","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Prionurus","Prionurus punctatus",4.48732857384483
"Prionurus scalprum","Animalia","Chordata","Teleostei","Acanthuriformes","Acanthuridae","Prionurus","Prionurus scalprum",7.98959892865803
"Pristiapogon exostigma","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Pristiapogon","Pristiapogon exostigma",18.8899423346586
"Pristiapogon kallopterus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Pristiapogon","Pristiapogon kallopterus",26.9918770989752
"Pristicon trimaculatus","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Pristicon","Pristicon trimaculatus",17.9551350554442
"Prognathodes aculeatus","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Prognathodes","Prognathodes aculeatus",17.1434862069695
"Prognathodes falcifer","Animalia","Chordata","Teleostei","Acanthuriformes","Chaetodontidae","Prognathodes","Prognathodes falcifer",12.0820136407235
"Prolatilus jugularis","Animalia","Chordata","Teleostei","Perciformes","Pinguipedidae","Prolatilus","Prolatilus jugularis",11.6170371458475
"Psammoperca waigiensis","Animalia","Chordata","Teleostei","Carangaria incertae sedis","Latidae","Psammoperca","Psammoperca waigiensis",78.8167189999994
"Pseudanthias hiva","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias hiva",9.53013392581786
"Pseudanthias huchtii","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias huchtii",13.6193848809393
"Pseudanthias hypselosoma","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias hypselosoma",10.0576524615599
"Pseudanthias ignitus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias ignitus",14.1051482472101
"Pseudanthias mooreanus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias mooreanus",12.8407634051342
"Pseudanthias olivaceus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias olivaceus",14.9521471444254
"Pseudanthias pictilis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias pictilis",26.4214069604751
"Pseudanthias pleurotaenia","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias pleurotaenia",13.9458628622311
"Pseudanthias rubrizonatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias rubrizonatus",7.60850491125293
"Pseudanthias squamipinnis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias squamipinnis",11.152024738666
"Pseudanthias taeniatus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Pseudanthias","Pseudanthias taeniatus",12.5768950921548
"Pseudobalistes flavimarginatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Pseudobalistes","Pseudobalistes flavimarginatus",13.6016543500004
"Pseudobalistes fuscus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Pseudobalistes","Pseudobalistes fuscus",12.92256201
"Pseudobalistes naufragium","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Pseudobalistes","Pseudobalistes naufragium",12.2245703299997
"Pseudoblennius cottoides","Animalia","Chordata","Teleostei","Perciformes","Cottidae","Pseudoblennius","Pseudoblennius cottoides",23.2557513545712
"Pseudocaranx dentex","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Pseudocaranx","Pseudocaranx dentex",10.6614816618196
"Pseudocaranx wrighti","Animalia","Chordata","Teleostei","Carangiformes","Carangidae","Pseudocaranx","Pseudocaranx wrighti",12.0852784686458
"Pseudocheilinops ataenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinops","Pseudocheilinops ataenia",14.16598794394
"Pseudocheilinus evanidus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus evanidus",23.6568272348735
"Pseudocheilinus hexataenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus hexataenia",21.4846549976551
"Pseudocheilinus ocellatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus ocellatus",20.9536282954036
"Pseudocheilinus octotaenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus octotaenia",20.0396874469439
"Pseudocheilinus tetrataenia","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocheilinus","Pseudocheilinus tetrataenia",21.8844358314313
"Pseudochromis ammeri","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis ammeri",9.98758447711359
"Pseudochromis bitaeniatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis bitaeniatus",4.44820365315086
"Pseudochromis cyanotaenia","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis cyanotaenia",6.16706285442254
"Pseudochromis elongatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis elongatus",11.5062832402766
"Pseudochromis flavivertex","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis flavivertex",14.0763927887316
"Pseudochromis fridmani","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis fridmani",5.30564645841045
"Pseudochromis fuscus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis fuscus",14.465178709895
"Pseudochromis marshallensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis marshallensis",5.84711079248812
"Pseudochromis olivaceus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis olivaceus",9.92666089863962
"Pseudochromis pesi","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis pesi",12.8827592524943
"Pseudochromis springeri","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis springeri",11.6059302099421
"Pseudochromis wilsoni","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pseudochromidae","Pseudochromis","Pseudochromis wilsoni",12.0865251863106
"Pseudocoris aurantiofasciata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocoris","Pseudocoris aurantiofasciata",7.31023343849092
"Pseudocoris bleekeri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocoris","Pseudocoris bleekeri",7.34764428655267
"Pseudocoris yamashiroi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudocoris","Pseudocoris yamashiroi",7.98360434322561
"Pseudodax moluccanus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudodax","Pseudodax moluccanus",31.5304497699805
"Pseudogoniistius nigripes","Animalia","Chordata","Teleostei","Centrarchiformes","Latridae","Pseudogoniistius","Pseudogoniistius nigripes",NA
"Pseudojuloides atavai","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudojuloides","Pseudojuloides atavai",9.41417080727666
"Pseudojuloides cerasinus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudojuloides","Pseudojuloides cerasinus",9.15965502497219
"Pseudojuloides elongatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudojuloides","Pseudojuloides elongatus",10.6434841690525
"Pseudolabrus biserialis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus biserialis",12.8776663155868
"Pseudolabrus fuentesi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus fuentesi",17.3649011930615
"Pseudolabrus guentheri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus guentheri",11.0863015757201
"Pseudolabrus luculentus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus luculentus",6.88651272209174
"Pseudolabrus miles","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus miles",10.098891138653
"Pseudolabrus rubicundus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus rubicundus",22.112274325459
"Pseudolabrus semifasciatus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus semifasciatus",6.75673257971895
"Pseudolabrus sieboldi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pseudolabrus","Pseudolabrus sieboldi",14.2691844702243
"Pseudopercis semifasciata","Animalia","Chordata","Teleostei","Perciformes","Pinguipedidae","Pseudopercis","Pseudopercis semifasciata",8.21256750426007
"Pseudophycis bachus","Animalia","Chordata","Teleostei","Gadiformes","Moridae","Pseudophycis","Pseudophycis bachus",11.9086046500018
"Pseudophycis barbata","Animalia","Chordata","Teleostei","Gadiformes","Moridae","Pseudophycis","Pseudophycis barbata",15.6563813100014
"Pseudotolithus senegalensis","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sciaenidae","Pseudotolithus","Pseudotolithus senegalensis",20.2344765206225
"Pseudupeneus grandisquamis","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Pseudupeneus","Pseudupeneus grandisquamis",14.1106887487463
"Pseudupeneus maculatus","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Pseudupeneus","Pseudupeneus maculatus",12.0191124579085
"Pseudupeneus prayensis","Animalia","Chordata","Teleostei","Mulliformes","Mullidae","Pseudupeneus","Pseudupeneus prayensis",14.0678906905831
"Psilotris boehlkei","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Psilotris","Psilotris boehlkei",22.6524739119931
"Pteragogus aurigarius","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Pteragogus aurigarius",12.5474176704016
"Pteragogus cryptus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Pteragogus cryptus",9.93905620516454
"Pteragogus enneacanthus","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Pteragogus enneacanthus",11.8736197006105
"Pteragogus flagellifer","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Labridae","Pteragogus","Pteragogus flagellifer",12.1784100594362
"Pterapogon kauderni","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Pterapogon","Pterapogon kauderni",18.6526848604126
"Ptereleotris calliura","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris calliura",21.8124696372531
"Ptereleotris evides","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris evides",21.3508723106952
"Ptereleotris hanae","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris hanae",23.1278531380061
"Ptereleotris heteroptera","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris heteroptera",19.3643682373496
"Ptereleotris microlepis","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris microlepis",19.1907668815068
"Ptereleotris monoptera","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris monoptera",21.9928592662954
"Ptereleotris zebra","Animalia","Chordata","Teleostei","Gobiiformes","Microdesmidae","Ptereleotris","Ptereleotris zebra",20.5007306704752
"Pterocaesio chrysozona","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio chrysozona",3.72447415729151
"Pterocaesio digramma","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio digramma",3.37028609685431
"Pterocaesio marri","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio marri",3.47277371992365
"Pterocaesio pisang","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio pisang",4.83991165159077
"Pterocaesio randalli","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio randalli",7.70806494514405
"Pterocaesio tessellata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio tessellata",8.67493029374984
"Pterocaesio tile","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio tile",6.96946431061053
"Pterocaesio trilineata","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Caesionidae","Pterocaesio","Pterocaesio trilineata",3.89613146105187
"Pterogobius zacalles","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Pterogobius","Pterogobius zacalles",30.1450814649235
"Pterogymnus laniarius","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Pterogymnus","Pterogymnus laniarius",17.6441079870972
"Pterois antennata","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois antennata",11.3745512634097
"Pterois miles","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois miles",13.2683199691016
"Pterois radiata","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois radiata",10.2673230610359
"Pterois volitans","Animalia","Chordata","Teleostei","Perciformes","Scorpaenidae","Pterois","Pterois volitans",14.0841467069492
"Pycnochromis abruptus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis abruptus",NA
"Pycnochromis acares","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis acares",NA
"Pycnochromis agilis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis agilis",NA
"Pycnochromis amboinensis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis amboinensis",NA
"Pycnochromis atripes","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis atripes",NA
"Pycnochromis bami","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis bami",NA
"Pycnochromis caudalis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis caudalis",NA
"Pycnochromis dimidiatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis dimidiatus",NA
"Pycnochromis flavipectoralis","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis flavipectoralis",NA
"Pycnochromis hanui","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis hanui",NA
"Pycnochromis iomelas","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis iomelas",NA
"Pycnochromis lineatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis lineatus",NA
"Pycnochromis margaritifer","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis margaritifer",NA
"Pycnochromis nigrurus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis nigrurus",NA
"Pycnochromis retrofasciatus","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis retrofasciatus",NA
"Pycnochromis vanderbilti","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Pomacentridae","Pycnochromis","Pycnochromis vanderbilti",NA
"Pygoplites diacanthus","Animalia","Chordata","Teleostei","Acanthuriformes","Pomacanthidae","Pygoplites","Pygoplites diacanthus",10.7655696596612
"Pyronotanthias lori",NA,NA,NA,NA,NA,NA,NA,NA
"Quassiremus evionthas","Animalia","Chordata","Teleostei","Anguilliformes","Ophichthidae","Quassiremus","Quassiremus evionthas",16.3555007502943
"Rachycentron canadum","Animalia","Chordata","Teleostei","Carangiformes","Rachycentridae","Rachycentron","Rachycentron canadum",52.4530005716469
"Rastrelliger kanagurta","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Rastrelliger","Rastrelliger kanagurta",15.94955841
"Remora remora","Animalia","Chordata","Teleostei","Carangiformes","Echeneidae","Remora","Remora remora",21.25292253
"Repomucenus calcaratus","Animalia","Chordata","Teleostei","Callionymiformes","Callionymidae","Repomucenus","Repomucenus calcaratus",43.5387510689983
"Rhabdamia gracilis","Animalia","Chordata","Teleostei","Kurtiformes","Apogonidae","Rhabdamia","Rhabdamia gracilis",14.7470523191266
"Rhabdosargus holubi","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Rhabdosargus","Rhabdosargus holubi",24.6048692173953
"Rhabdosargus sarba","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Sparidae","Rhabdosargus","Rhabdosargus sarba",12.6920538783536
"Rhacochilus toxotes","Animalia","Chordata","Teleostei","Ovalentaria incertae sedis","Embiotocidae","Rhacochilus","Rhacochilus toxotes",2.90636347386492
"Rhinecanthus aculeatus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus aculeatus",4.4729568600001
"Rhinecanthus assasi","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus assasi",4.53891230999998
"Rhinecanthus lunula","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus lunula",6.66668908999965
"Rhinecanthus rectangulus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus rectangulus",5.40975142999996
"Rhinecanthus verrucosus","Animalia","Chordata","Teleostei","Tetraodontiformes","Balistidae","Rhinecanthus","Rhinecanthus verrucosus",5.11663909000015
"Rhinogobiops nicholsii","Animalia","Chordata","Teleostei","Gobiiformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii",19.4076699798728
"Rhinomuraena quaesita","Animalia","Chordata","Teleostei","Anguilliformes","Muraenidae","Rhinomuraena","Rhinomuraena quaesita",18.9058677459373
"Rhomboplites aurorubens","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Lutjanidae","Rhomboplites","Rhomboplites aurorubens",8.73551065934823
"Rhycherus filamentosus","Animalia","Chordata","Teleostei","Lophiiformes","Rhycheridae","Rhycherus","Rhycherus filamentosus",41.5939206178467
"Rhynchostracion nasus","Animalia","Chordata","Teleostei","Tetraodontiformes","Ostraciidae","Rhynchostracion","Rhynchostracion nasus",5.0094402946491
"Ruanoho whero","Animalia","Chordata","Teleostei","Blenniiformes","Tripterygiidae","Ruanoho","Ruanoho whero",6.89404846830956
"Rypticus bicolor","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus bicolor",15.0232897415193
"Rypticus courtenayi","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus courtenayi",17.7160161245237
"Rypticus nigripinnis","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus nigripinnis",11.2573959888641
"Rypticus saponaceus","Animalia","Chordata","Teleostei","Perciformes","Serranidae","Rypticus","Rypticus saponaceus",13.0400287493997
"Salarias alboguttatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias alboguttatus",8.43577436587922
"Salarias ceramensis","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias ceramensis",7.93624148471518
"Salarias fasciatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias fasciatus",8.99845307573328
"Salarias guttatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias guttatus",9.03483040354693
"Salarias segmentatus","Animalia","Chordata","Teleostei","Blenniiformes","Blenniidae","Salarias","Salarias segmentatus",8.74354261807934
"Salmo salar","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo salar",165.530255160001
"Sanopus astrifer","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Sanopus","Sanopus astrifer",17.6448841123089
"Sanopus reticulatus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Sanopus","Sanopus reticulatus",11.2207348293092
"Sanopus splendidus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Sanopus","Sanopus splendidus",48.710127476813
"Sarda australis","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda","Sarda australis",7.51722807000001
"Sarda orientalis","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda","Sarda orientalis",8.40516201000001
"Sarda sarda","Animalia","Chordata","Teleostei","Scombriformes","Scombridae","Sarda","Sarda sarda",30.1992823500003
"Sardina pilchardus","Animalia","Chordata","Teleostei","Clupeiformes","Alosidae","Sardina","Sardina pilchardus",29.2312469999978
